employee_id,age,age_cohort,gender,marital_status,department,job_role,job_level,education,education_label,education_field,monthly_income,income_bracket,daily_rate,hourly_rate,monthly_rate,percent_salary_hike,stock_option_level,overtime,overtime_flag,business_travel,distance_from_home,distance_band,job_satisfaction,job_satisfaction_label,environment_satisfaction,environment_satisfaction_label,relationship_satisfaction,relationship_satisfaction_label,work_life_balance,work_life_balance_label,job_involvement,performance_rating,performance_label,total_working_years,years_at_company,tenure_band,years_in_current_role,years_since_last_promotion,years_with_curr_manager,training_times_last_year,num_companies_worked,attrition,attrition_flag
431,49,40-49,Female,Single,Research & Development,Healthcare Representative,4,2,2 - College,Technical Degree,13964,"Executive (>$12,000)",1091,90,17810,12,0,Yes,1,Travel_Rarely,1,Near (1-5 mi),3,3 - High,3,3 - High,4,4 - Very High,3,3 - Better,2,3,3 - Excellent,25,7,6-10 Years,1,0,7,2,7,No,0
433,52,50+,Male,Married,Research & Development,Research Scientist,2,4,4 - Master,Medical,4941,"Mid ($3,500 - $7,000)",723,85,17747,15,0,No,0,Travel_Rarely,8,Moderate (6-15 mi),2,2 - Medium,3,3 - High,1,1 - Low,2,2 - Good,2,3,3 - Excellent,11,8,6-10 Years,2,7,7,3,2,Yes,1
434,27,Under 30,Female,Single,Research & Development,Research Scientist,1,3,3 - Bachelor,Life Sciences,2478,"Low (<$3,500)",1220,85,20938,12,0,Yes,1,Travel_Rarely,5,Near (1-5 mi),2,2 - Medium,3,3 - High,2,2 - Medium,2,2 - Good,3,3,3 - Excellent,4,4,3-5 Years,3,1,2,2,1,No,0
436,32,30-39,Female,Married,Sales,Sales Executive,2,2,2 - College,Technical Degree,5228,"Mid ($3,500 - $7,000)",588,65,24624,11,0,Yes,1,Travel_Rarely,8,Moderate (6-15 mi),2,2 - Medium,3,3 - High,4,4 - Very High,3,3 - Better,2,3,3 - Excellent,13,13,10+ Years,12,11,9,2,1,No,0
437,27,Under 30,Male,Single,Sales,Sales Executive,2,3,3 - Bachelor,Life Sciences,4478,"Mid ($3,500 - $7,000)",1377,74,5242,11,0,Yes,1,Travel_Rarely,2,Near (1-5 mi),3,3 - High,4,4 - Very High,1,1 - Low,3,3 - Better,3,3,3 - Excellent,5,5,3-5 Years,4,0,4,3,1,No,0
438,31,30-39,Male,Divorced,Sales,Sales Executive,2,3,3 - Bachelor,Marketing,7547,"High ($7,001 - $12,000)",691,73,7143,12,3,No,0,Travel_Rarely,7,Moderate (6-15 mi),4,4 - Very High,4,4 - Very High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,13,7,6-10 Years,7,1,7,3,4,No,0
439,32,30-39,Female,Single,Research & Development,Research Scientist,2,4,4 - Master,Medical,5055,"Mid ($3,500 - $7,000)",1018,74,10557,16,0,No,0,Travel_Rarely,2,Near (1-5 mi),4,4 - Very High,1,1 - Low,3,3 - High,2,2 - Good,4,3,3 - Excellent,10,7,6-10 Years,7,0,7,0,7,No,0
440,28,Under 30,Male,Married,Research & Development,Research Scientist,1,4,4 - Master,Medical,3464,"Low (<$3,500)",1157,84,24737,13,0,Yes,1,Travel_Rarely,2,Near (1-5 mi),4,4 - Very High,1,1 - Low,4,4 - Very High,2,2 - Good,1,3,3 - Excellent,5,3,3-5 Years,2,2,2,4,5,Yes,1
441,30,30-39,Female,Married,Research & Development,Research Scientist,2,2,2 - College,Medical,5775,"Mid ($3,500 - $7,000)",1275,64,11934,13,2,No,0,Travel_Rarely,28,Very Far (26+ mi),4,4 - Very High,4,4 - Very High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,11,10,6-10 Years,8,1,9,2,1,No,0
442,31,30-39,Female,Married,Research & Development,Manufacturing Director,3,2,2 - College,Life Sciences,8943,"High ($7,001 - $12,000)",798,48,14034,24,1,No,0,Travel_Frequently,7,Moderate (6-15 mi),3,3 - High,3,3 - High,1,1 - Low,3,3 - Better,2,4,4 - Outstanding,10,10,6-10 Years,9,8,9,2,1,No,0
444,39,30-39,Male,Married,Research & Development,Manager,5,2,2 - College,Medical,19272,"Executive (>$12,000)",672,54,21141,15,1,No,0,Travel_Frequently,7,Moderate (6-15 mi),4,4 - Very High,3,3 - High,1,1 - Low,3,3 - Better,2,3,3 - Excellent,21,21,10+ Years,9,13,3,2,1,No,0
445,39,30-39,Female,Married,Sales,Sales Executive,2,2,2 - College,Medical,5238,"Mid ($3,500 - $7,000)",1162,41,17778,18,0,Yes,1,Travel_Rarely,3,Near (1-5 mi),3,3 - High,4,4 - Very High,1,1 - Low,2,2 - Good,3,3,3 - Excellent,12,1,1-2 Years,0,0,0,3,4,Yes,1
446,33,30-39,Male,Single,Sales,Sales Executive,2,3,3 - Bachelor,Marketing,4682,"Mid ($3,500 - $7,000)",508,46,4317,14,0,No,0,Travel_Frequently,10,Moderate (6-15 mi),4,4 - Very High,2,2 - Medium,3,3 - High,2,2 - Good,2,3,3 - Excellent,9,7,6-10 Years,7,0,1,6,3,No,0
447,47,40-49,Male,Married,Research & Development,Research Director,5,5,5 - Doctor,Life Sciences,18300,"Executive (>$12,000)",1482,42,16375,11,1,No,0,Travel_Rarely,5,Near (1-5 mi),3,3 - High,4,4 - Very High,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,21,3,3-5 Years,2,1,1,2,4,No,0
448,43,40-49,Female,Divorced,Research & Development,Laboratory Technician,2,4,4 - Master,Life Sciences,5257,"Mid ($3,500 - $7,000)",559,82,6227,11,1,No,0,Travel_Frequently,10,Moderate (6-15 mi),3,3 - High,3,3 - High,2,2 - Medium,4,4 - Best,2,3,3 - Excellent,9,9,6-10 Years,7,0,0,3,1,No,0
449,27,Under 30,Male,Married,Sales,Sales Executive,2,1,1 - Below College,Marketing,6349,"Mid ($3,500 - $7,000)",210,73,22107,13,1,Yes,1,Non-Travel,1,Near (1-5 mi),2,2 - Medium,3,3 - High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,6,5,3-5 Years,4,1,4,0,0,No,0
450,54,50+,Female,Single,Research & Development,Research Scientist,2,4,4 - Master,Life Sciences,4869,"Mid ($3,500 - $7,000)",928,31,16885,12,0,No,0,Travel_Frequently,20,Far (16-25 mi),3,3 - High,4,4 - Very High,4,4 - Very High,2,2 - Good,3,3,3 - Excellent,20,4,3-5 Years,3,0,3,4,3,No,0
451,43,40-49,Female,Married,Research & Development,Healthcare Representative,3,3,3 - Bachelor,Life Sciences,9985,"High ($7,001 - $12,000)",1001,43,9262,16,1,No,0,Travel_Rarely,7,Moderate (6-15 mi),1,1 - Low,3,3 - High,1,1 - Low,2,2 - Good,3,3,3 - Excellent,10,1,1-2 Years,0,0,0,1,8,No,0
452,45,40-49,Male,Married,Research & Development,Research Scientist,2,4,4 - Master,Other,3697,"Mid ($3,500 - $7,000)",549,75,9278,14,2,No,0,Travel_Rarely,8,Moderate (6-15 mi),4,4 - Very High,4,4 - Very High,1,1 - Low,3,3 - Better,3,3,3 - Excellent,12,10,6-10 Years,9,9,8,3,9,No,0
453,40,40-49,Male,Married,Sales,Sales Executive,2,2,2 - College,Medical,7457,"High ($7,001 - $12,000)",1124,57,13273,22,3,Yes,1,Travel_Rarely,1,Near (1-5 mi),4,4 - Very High,2,2 - Medium,3,3 - High,2,2 - Good,1,4,4 - Outstanding,6,4,3-5 Years,3,0,2,2,2,No,0
454,29,Under 30,Male,Married,Research & Development,Laboratory Technician,1,4,4 - Master,Other,2119,"Low (<$3,500)",318,77,4759,11,0,Yes,1,Travel_Rarely,8,Moderate (6-15 mi),1,1 - Low,2,2 - Medium,4,4 - Very High,2,2 - Good,1,3,3 - Excellent,7,7,6-10 Years,7,0,7,4,1,Yes,1
455,29,Under 30,Male,Single,Research & Development,Laboratory Technician,1,5,5 - Doctor,Other,3983,"Mid ($3,500 - $7,000)",738,30,7621,17,0,No,0,Travel_Rarely,9,Moderate (6-15 mi),4,4 - Very High,2,2 - Medium,3,3 - High,3,3 - Better,2,3,3 - Excellent,4,3,3-5 Years,2,2,2,2,0,No,0
456,30,30-39,Female,Divorced,Sales,Sales Executive,2,3,3 - Bachelor,Marketing,6118,"Mid ($3,500 - $7,000)",570,30,5431,13,3,No,0,Travel_Rarely,5,Near (1-5 mi),3,3 - High,4,4 - Very High,3,3 - High,3,3 - Better,2,3,3 - Excellent,10,10,6-10 Years,9,1,2,2,1,No,0
458,27,Under 30,Female,Married,Sales,Sales Executive,2,4,4 - Master,Marketing,6214,"Mid ($3,500 - $7,000)",1130,56,3415,18,1,No,0,Travel_Rarely,8,Moderate (6-15 mi),2,2 - Medium,2,2 - Medium,1,1 - Low,3,3 - Better,3,3,3 - Excellent,8,8,6-10 Years,7,0,7,3,1,No,0
460,37,30-39,Male,Divorced,Research & Development,Manufacturing Director,2,2,2 - College,Medical,6347,"Mid ($3,500 - $7,000)",1192,61,23177,16,2,No,0,Travel_Rarely,5,Near (1-5 mi),4,4 - Very High,4,4 - Very High,3,3 - High,2,2 - Good,3,3,3 - Excellent,8,6,6-10 Years,2,0,4,2,7,No,0
461,38,30-39,Male,Divorced,Research & Development,Research Director,3,2,2 - College,Life Sciences,11510,"High ($7,001 - $12,000)",343,92,15682,14,1,Yes,1,Travel_Rarely,15,Moderate (6-15 mi),4,4 - Very High,3,3 - High,2,2 - Medium,3,3 - Better,2,3,3 - Excellent,12,11,10+ Years,10,2,9,3,0,No,0
462,31,30-39,Female,Single,Research & Development,Manufacturing Director,3,4,4 - Master,Medical,7143,"High ($7,001 - $12,000)",1232,39,25713,14,0,Yes,1,Travel_Rarely,7,Moderate (6-15 mi),4,4 - Very High,3,3 - High,3,3 - High,2,2 - Good,3,3,3 - Excellent,11,11,10+ Years,9,4,10,2,1,No,0
463,29,Under 30,Female,Divorced,Sales,Sales Executive,2,1,1 - Below College,Marketing,8268,"High ($7,001 - $12,000)",144,39,11866,14,2,Yes,1,Travel_Rarely,10,Moderate (6-15 mi),2,2 - Medium,4,4 - Very High,1,1 - Low,3,3 - Better,2,3,3 - Excellent,7,7,6-10 Years,7,1,7,2,1,No,0
464,35,30-39,Male,Single,Research & Development,Manufacturing Director,3,4,4 - Master,Technical Degree,8095,"High ($7,001 - $12,000)",1296,62,18264,13,0,No,0,Travel_Rarely,5,Near (1-5 mi),2,2 - Medium,3,3 - High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,17,16,10+ Years,6,0,13,5,0,No,0
465,23,Under 30,Male,Divorced,Research & Development,Research Scientist,1,1,1 - Below College,Life Sciences,2904,"Low (<$3,500)",1309,83,16092,12,2,No,0,Travel_Rarely,26,Very Far (26+ mi),4,4 - Very High,3,3 - High,3,3 - High,2,2 - Good,3,3,3 - Excellent,4,4,3-5 Years,2,0,2,2,1,No,0
466,41,40-49,Male,Single,Research & Development,Manufacturing Director,2,3,3 - Bachelor,Medical,6032,"Mid ($3,500 - $7,000)",483,95,10110,15,0,Yes,1,Travel_Rarely,6,Moderate (6-15 mi),2,2 - Medium,4,4 - Very High,4,4 - Very High,3,3 - Better,2,3,3 - Excellent,8,5,3-5 Years,4,1,2,3,6,No,0
467,47,40-49,Male,Single,Sales,Sales Representative,2,1,1 - Below College,Medical,2976,"Low (<$3,500)",1309,99,25751,19,0,No,0,Travel_Frequently,4,Near (1-5 mi),3,3 - High,2,2 - Medium,1,1 - Low,3,3 - Better,3,3,3 - Excellent,5,0,< 1 Year,0,0,0,3,3,No,0
468,42,40-49,Female,Single,Research & Development,Research Director,4,5,5 - Doctor,Life Sciences,15992,"Executive (>$12,000)",810,44,15901,14,0,No,0,Travel_Rarely,23,Far (16-25 mi),4,4 - Very High,1,1 - Low,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,16,1,1-2 Years,0,0,0,2,2,No,0
469,29,Under 30,Male,Married,Sales,Sales Executive,2,3,3 - Bachelor,Life Sciences,4649,"Mid ($3,500 - $7,000)",746,61,16928,14,1,No,0,Non-Travel,2,Near (1-5 mi),3,3 - High,4,4 - Very High,1,1 - Low,2,2 - Good,3,3,3 - Excellent,4,4,3-5 Years,3,0,2,3,1,No,0
470,42,40-49,Male,Divorced,Human Resources,Human Resources,1,1,1 - Below College,Technical Degree,2696,"Low (<$3,500)",544,52,24017,11,1,Yes,1,Travel_Rarely,2,Near (1-5 mi),3,3 - High,3,3 - High,3,3 - High,3,3 - Better,3,3,3 - Excellent,4,3,3-5 Years,2,1,0,5,0,No,0
471,32,30-39,Female,Married,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Medical,2370,"Low (<$3,500)",1062,75,3956,13,1,No,0,Travel_Rarely,2,Near (1-5 mi),2,2 - Medium,3,3 - High,3,3 - High,3,3 - Better,3,3,3 - Excellent,8,8,6-10 Years,0,0,7,4,1,No,0
473,48,40-49,Female,Married,Sales,Manager,3,1,1 - Below College,Medical,12504,"Executive (>$12,000)",530,91,23978,21,1,No,0,Travel_Rarely,29,Very Far (26+ mi),3,3 - High,1,1 - Low,2,2 - Medium,1,1 - Bad,3,4,4 - Outstanding,15,0,< 1 Year,0,0,0,3,3,No,0
474,37,30-39,Male,Divorced,Research & Development,Research Scientist,2,3,3 - Bachelor,Medical,5974,"Mid ($3,500 - $7,000)",1319,51,17001,13,2,Yes,1,Travel_Rarely,6,Moderate (6-15 mi),1,1 - Low,3,3 - High,1,1 - Low,3,3 - Better,4,3,3 - Excellent,13,7,6-10 Years,7,6,7,2,4,No,0
475,30,30-39,Female,Married,Sales,Sales Executive,2,2,2 - College,Technical Degree,4736,"Mid ($3,500 - $7,000)",641,85,6069,12,1,Yes,1,Non-Travel,25,Far (16-25 mi),3,3 - High,4,4 - Very High,2,2 - Medium,4,4 - Best,3,3,3 - Excellent,4,2,1-2 Years,2,2,2,2,7,No,0
476,26,Under 30,Male,Married,Sales,Sales Executive,2,3,3 - Bachelor,Life Sciences,5296,"Mid ($3,500 - $7,000)",933,57,20156,17,1,No,0,Travel_Rarely,1,Near (1-5 mi),3,3 - High,3,3 - High,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,8,8,6-10 Years,7,7,7,3,1,No,0
477,42,40-49,Male,Single,Research & Development,Healthcare Representative,2,4,4 - Master,Other,6781,"Mid ($3,500 - $7,000)",1332,98,17078,23,0,No,0,Travel_Rarely,2,Near (1-5 mi),4,4 - Very High,1,1 - Low,2,2 - Medium,3,3 - Better,2,4,4 - Outstanding,14,1,1-2 Years,0,0,0,6,3,No,0
478,21,Under 30,Female,Single,Sales,Sales Representative,1,1,1 - Below College,Technical Degree,2174,"Low (<$3,500)",756,99,9150,11,0,Yes,1,Travel_Frequently,1,Near (1-5 mi),2,2 - Medium,1,1 - Low,3,3 - High,3,3 - Better,2,3,3 - Excellent,3,3,3-5 Years,2,1,2,3,1,Yes,1
479,36,30-39,Female,Single,Sales,Sales Executive,2,5,5 - Doctor,Medical,6653,"Mid ($3,500 - $7,000)",845,45,15276,15,0,No,0,Non-Travel,1,Near (1-5 mi),4,4 - Very High,4,4 - Very High,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,7,1,1-2 Years,0,0,0,6,4,No,0
481,36,30-39,Male,Married,Sales,Sales Executive,3,4,4 - Master,Medical,9699,"High ($7,001 - $12,000)",541,48,7246,11,1,No,0,Travel_Frequently,3,Near (1-5 mi),4,4 - Very High,1,1 - Low,1,1 - Low,3,3 - Better,2,3,3 - Excellent,16,13,10+ Years,9,1,12,2,4,No,0
482,57,50+,Male,Married,Research & Development,Healthcare Representative,2,4,4 - Master,Medical,6755,"Mid ($3,500 - $7,000)",593,88,2967,11,0,No,0,Travel_Rarely,1,Near (1-5 mi),3,3 - High,4,4 - Very High,3,3 - High,3,3 - Better,3,3,3 - Excellent,15,3,3-5 Years,2,1,2,2,2,No,0
483,40,40-49,Female,Married,Research & Development,Laboratory Technician,1,4,4 - Master,Life Sciences,2213,"Low (<$3,500)",1171,46,22495,13,1,Yes,1,Travel_Rarely,10,Moderate (6-15 mi),3,3 - High,4,4 - Very High,3,3 - High,3,3 - Better,4,3,3 - Excellent,10,7,6-10 Years,7,1,7,3,3,No,0
484,21,Under 30,Male,Single,Sales,Sales Representative,1,2,2 - College,Medical,2610,"Low (<$3,500)",895,39,2851,24,0,No,0,Non-Travel,9,Moderate (6-15 mi),4,4 - Very High,1,1 - Low,3,3 - High,2,2 - Good,3,4,4 - Outstanding,3,3,3-5 Years,2,2,2,3,1,No,0
485,33,30-39,Female,Single,Sales,Sales Representative,1,3,3 - Bachelor,Marketing,2851,"Low (<$3,500)",350,34,9150,13,0,Yes,1,Travel_Rarely,5,Near (1-5 mi),3,3 - High,4,4 - Very High,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,1,1,1-2 Years,0,0,0,2,1,Yes,1
486,37,30-39,Female,Married,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Medical,3452,"Low (<$3,500)",921,98,17663,20,1,No,0,Travel_Rarely,10,Moderate (6-15 mi),1,1 - Low,3,3 - High,2,2 - Medium,3,3 - Better,3,4,4 - Outstanding,17,5,3-5 Years,4,0,3,3,6,No,0
487,46,40-49,Female,Married,Research & Development,Manufacturing Director,2,4,4 - Master,Medical,5258,"Mid ($3,500 - $7,000)",1144,30,16044,14,0,No,0,Non-Travel,7,Moderate (6-15 mi),3,3 - High,3,3 - High,3,3 - High,4,4 - Best,3,3,3 - Excellent,7,1,1-2 Years,0,0,0,2,2,No,0
488,41,40-49,Male,Single,Sales,Sales Executive,2,3,3 - Bachelor,Marketing,9355,"High ($7,001 - $12,000)",143,56,9558,18,0,No,0,Travel_Frequently,4,Near (1-5 mi),2,2 - Medium,1,1 - Low,3,3 - High,3,3 - Better,3,3,3 - Excellent,8,8,6-10 Years,7,7,7,5,1,Yes,1
491,50,50+,Male,Single,Research & Development,Healthcare Representative,3,3,3 - Bachelor,Technical Degree,10496,"High ($7,001 - $12,000)",1046,100,2755,15,0,No,0,Travel_Rarely,10,Moderate (6-15 mi),4,4 - Very High,4,4 - Very High,4,4 - Very High,3,3 - Better,2,3,3 - Excellent,20,4,3-5 Years,3,1,3,2,6,No,0
492,40,40-49,Male,Married,Sales,Sales Executive,2,2,2 - College,Marketing,6380,"Mid ($3,500 - $7,000)",575,68,6110,12,2,Yes,1,Travel_Rarely,22,Far (16-25 mi),3,3 - High,3,3 - High,1,1 - Low,3,3 - Better,2,3,3 - Excellent,8,6,6-10 Years,4,1,0,6,2,Yes,1
493,31,30-39,Male,Single,Research & Development,Research Scientist,1,4,4 - Master,Life Sciences,2657,"Low (<$3,500)",408,42,7551,16,0,Yes,1,Travel_Rarely,9,Moderate (6-15 mi),2,2 - Medium,3,3 - High,4,4 - Very High,3,3 - Better,2,3,3 - Excellent,3,2,1-2 Years,2,2,2,5,0,No,0
494,21,Under 30,Female,Single,Sales,Sales Representative,1,3,3 - Bachelor,Life Sciences,2716,"Low (<$3,500)",156,90,25422,15,0,No,0,Travel_Rarely,12,Moderate (6-15 mi),2,2 - Medium,3,3 - High,4,4 - Very High,3,3 - Better,4,3,3 - Excellent,1,1,1-2 Years,0,0,0,0,1,Yes,1
495,29,Under 30,Male,Single,Research & Development,Research Scientist,1,3,3 - Bachelor,Life Sciences,2201,"Low (<$3,500)",1283,54,18168,16,0,No,0,Travel_Rarely,23,Far (16-25 mi),4,4 - Very High,4,4 - Very High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,6,3,3-5 Years,2,1,2,4,9,No,0
496,35,30-39,Male,Single,Research & Development,Healthcare Representative,2,4,4 - Master,Life Sciences,6540,"Mid ($3,500 - $7,000)",755,97,19394,19,0,No,0,Travel_Rarely,9,Moderate (6-15 mi),2,2 - Medium,3,3 - High,3,3 - High,3,3 - Better,2,3,3 - Excellent,10,1,1-2 Years,1,0,0,5,9,No,0
497,27,Under 30,Male,Divorced,Research & Development,Laboratory Technician,1,2,2 - College,Medical,3816,"Mid ($3,500 - $7,000)",1469,82,17881,11,1,No,0,Travel_Rarely,1,Near (1-5 mi),2,2 - Medium,4,4 - Very High,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,5,5,3-5 Years,2,0,4,2,1,No,0
498,28,Under 30,Male,Single,Sales,Sales Executive,2,4,4 - Master,Life Sciences,5253,"Mid ($3,500 - $7,000)",304,92,20750,16,0,No,0,Travel_Rarely,9,Moderate (6-15 mi),4,4 - Very High,2,2 - Medium,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,7,7,6-10 Years,5,0,7,1,1,No,0
499,49,40-49,Male,Single,Research & Development,Healthcare Representative,3,3,3 - Bachelor,Other,10965,"High ($7,001 - $12,000)",1261,31,12066,24,0,No,0,Travel_Rarely,7,Moderate (6-15 mi),3,3 - High,2,2 - Medium,3,3 - High,3,3 - Better,2,4,4 - Outstanding,26,5,3-5 Years,2,0,0,2,8,No,0
500,51,50+,Female,Married,Sales,Sales Executive,2,2,2 - College,Life Sciences,4936,"Mid ($3,500 - $7,000)",1178,87,14862,11,1,No,0,Travel_Rarely,14,Moderate (6-15 mi),4,4 - Very High,3,3 - High,3,3 - High,2,2 - Good,3,3,3 - Excellent,18,7,6-10 Years,7,0,7,2,4,No,0
501,36,30-39,Female,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Life Sciences,2543,"Low (<$3,500)",329,96,11868,13,1,No,0,Travel_Rarely,2,Near (1-5 mi),3,3 - High,4,4 - Very High,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,6,2,1-2 Years,2,2,2,3,4,No,0
502,34,30-39,Male,Single,Sales,Sales Executive,2,3,3 - Bachelor,Marketing,5304,"Mid ($3,500 - $7,000)",1362,67,4652,13,0,Yes,1,Non-Travel,19,Far (16-25 mi),4,4 - Very High,1,1 - Low,2,2 - Medium,2,2 - Good,4,3,3 - Excellent,9,5,3-5 Years,2,0,4,3,8,Yes,1
505,55,50+,Female,Single,Research & Development,Manager,4,3,3 - Bachelor,Life Sciences,16659,"Executive (>$12,000)",1311,97,23258,13,0,Yes,1,Travel_Rarely,2,Near (1-5 mi),4,4 - Very High,3,3 - High,3,3 - High,3,3 - Better,3,3,3 - Excellent,30,5,3-5 Years,4,1,2,2,2,No,0
507,24,Under 30,Female,Divorced,Sales,Sales Executive,2,4,4 - Master,Marketing,4260,"Mid ($3,500 - $7,000)",1371,77,5915,12,1,Yes,1,Travel_Rarely,10,Moderate (6-15 mi),3,3 - High,4,4 - Very High,4,4 - Very High,4,4 - Best,3,3,3 - Excellent,5,5,3-5 Years,2,0,3,2,1,No,0
508,30,30-39,Male,Married,Sales,Sales Representative,1,1,1 - Below College,Technical Degree,2476,"Low (<$3,500)",202,72,17434,18,1,No,0,Travel_Rarely,2,Near (1-5 mi),2,2 - Medium,3,3 - High,1,1 - Low,3,3 - Better,3,3,3 - Excellent,1,1,1-2 Years,0,0,0,3,1,No,0
510,26,Under 30,Male,Single,Research & Development,Research Scientist,1,1,1 - Below College,Technical Degree,3102,"Low (<$3,500)",575,73,6582,22,0,No,0,Travel_Frequently,3,Near (1-5 mi),1,1 - Low,3,3 - High,3,3 - High,3,3 - Better,3,4,4 - Outstanding,7,6,6-10 Years,4,0,4,2,0,Yes,1
511,22,Under 30,Female,Married,Research & Development,Research Scientist,1,3,3 - Bachelor,Medical,2244,"Low (<$3,500)",253,43,24440,13,1,No,0,Travel_Rarely,11,Moderate (6-15 mi),2,2 - Medium,1,1 - Low,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,2,2,1-2 Years,1,1,2,1,1,No,0
513,36,30-39,Male,Married,Sales,Sales Executive,3,2,2 - College,Medical,7596,"High ($7,001 - $12,000)",164,61,3809,13,2,No,0,Travel_Rarely,2,Near (1-5 mi),3,3 - High,2,2 - Medium,2,2 - Medium,3,3 - Better,2,3,3 - Excellent,10,10,6-10 Years,9,9,0,2,1,No,0
514,30,30-39,Male,Single,Research & Development,Research Scientist,1,3,3 - Bachelor,Technical Degree,2285,"Low (<$3,500)",464,40,3427,23,0,Yes,1,Travel_Frequently,4,Near (1-5 mi),4,4 - Very High,3,3 - High,3,3 - High,3,3 - Better,3,4,4 - Outstanding,3,1,1-2 Years,0,0,0,4,9,Yes,1
515,37,30-39,Female,Divorced,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Life Sciences,3034,"Low (<$3,500)",1107,95,26914,12,1,No,0,Travel_Rarely,14,Moderate (6-15 mi),1,1 - Low,4,4 - Very High,3,3 - High,2,2 - Good,3,3,3 - Excellent,18,18,10+ Years,7,12,17,2,1,No,0
516,40,40-49,Female,Divorced,Sales,Sales Executive,2,2,2 - College,Marketing,5715,"Mid ($3,500 - $7,000)",759,46,22553,12,2,No,0,Travel_Rarely,2,Near (1-5 mi),2,2 - Medium,4,4 - Very High,3,3 - High,3,3 - Better,3,3,3 - Excellent,8,5,3-5 Years,4,1,3,5,7,No,0
517,42,40-49,Female,Divorced,Research & Development,Laboratory Technician,1,4,4 - Master,Life Sciences,2576,"Low (<$3,500)",201,95,20490,16,1,No,0,Travel_Rarely,1,Near (1-5 mi),1,1 - Low,2,2 - Medium,2,2 - Medium,3,3 - Better,3,3,3 - Excellent,8,5,3-5 Years,2,1,2,5,3,No,0
518,37,30-39,Male,Single,Research & Development,Manufacturing Director,2,4,4 - Master,Life Sciences,4197,"Mid ($3,500 - $7,000)",1305,49,21123,12,0,Yes,1,Travel_Rarely,10,Moderate (6-15 mi),2,2 - Medium,3,3 - High,4,4 - Very High,2,2 - Good,3,3,3 - Excellent,18,1,1-2 Years,0,0,1,2,2,No,0
520,43,40-49,Male,Divorced,Research & Development,Research Director,4,3,3 - Bachelor,Life Sciences,14336,"Executive (>$12,000)",982,59,4345,11,1,No,0,Travel_Rarely,12,Moderate (6-15 mi),2,2 - Medium,1,1 - Low,3,3 - High,3,3 - Better,2,3,3 - Excellent,25,25,10+ Years,10,3,9,3,1,No,0
521,40,40-49,Female,Married,Research & Development,Laboratory Technician,2,3,3 - Bachelor,Medical,3448,"Low (<$3,500)",555,78,13436,22,1,No,0,Travel_Rarely,2,Near (1-5 mi),3,3 - High,2,2 - Medium,2,2 - Medium,3,3 - Better,2,4,4 - Outstanding,20,1,1-2 Years,0,0,0,3,6,No,0
522,54,50+,Male,Married,Research & Development,Research Director,5,2,2 - College,Medical,19406,"Executive (>$12,000)",821,86,8509,11,1,No,0,Travel_Rarely,5,Near (1-5 mi),1,1 - Low,1,1 - Low,3,3 - High,2,2 - Good,3,3,3 - Excellent,24,4,3-5 Years,2,1,2,4,4,No,0
523,34,30-39,Female,Married,Sales,Sales Executive,2,4,4 - Master,Marketing,6538,"Mid ($3,500 - $7,000)",1381,72,12740,15,1,No,0,Non-Travel,4,Near (1-5 mi),3,3 - High,3,3 - High,1,1 - Low,3,3 - Better,3,3,3 - Excellent,6,3,3-5 Years,2,1,2,3,9,No,0
524,31,30-39,Female,Married,Research & Development,Manufacturing Director,2,2,2 - College,Medical,4306,"Mid ($3,500 - $7,000)",480,31,4156,12,1,No,0,Travel_Rarely,7,Moderate (6-15 mi),1,1 - Low,2,2 - Medium,2,2 - Medium,1,1 - Bad,3,3,3 - Excellent,13,13,10+ Years,10,3,12,5,1,No,0
525,43,40-49,Male,Married,Research & Development,Laboratory Technician,1,3,3 - Bachelor,Medical,2258,"Low (<$3,500)",313,61,15238,20,1,No,0,Travel_Frequently,21,Far (16-25 mi),4,4 - Very High,4,4 - Very High,1,1 - Low,3,3 - Better,3,4,4 - Outstanding,8,3,3-5 Years,2,1,2,1,7,No,0
526,43,40-49,Female,Divorced,Research & Development,Healthcare Representative,2,4,4 - Master,Other,4522,"Mid ($3,500 - $7,000)",1473,74,2227,14,0,Yes,1,Travel_Rarely,8,Moderate (6-15 mi),3,3 - High,3,3 - High,4,4 - Very High,3,3 - Better,3,3,3 - Excellent,8,5,3-5 Years,2,0,2,3,4,No,0
